posting_id,job_title,region,seniority_level,required_skills_text,ground_truth_skills
JOB-0037,Data Engineer,Europe,Lead,"Seeking Lead Data Engineer proficient in ETL Pipelines, Cloud (AWS/GCP/Azure), Python, PySpark/Spark.","ETL Pipelines, Cloud (AWS/GCP/Azure), Python, PySpark/Spark"
JOB-0040,Data Scientist,Europe,Senior,"Seeking Senior Data Scientist proficient in Python, Tableau/PowerBI, Machine Learning, Scikit-Learn, Data Modeling.","Python, Tableau/PowerBI, Machine Learning, Scikit-Learn, Data Modeling"
JOB-0044,Cloud Solution Architect,Europe,Lead,"Seeking Lead Cloud Solution Architect proficient in Linux, Go, Docker/Kubernetes, Cloud (AWS/GCP/Azure), Git/CI-CD, Python.","Linux, Go, Docker/Kubernetes, Cloud (AWS/GCP/Azure), Git/CI-CD, Python"
JOB-0046,BI Developer,Europe,Junior,"Seeking Junior BI Developer proficient in Tableau/PowerBI, Data Modeling, SQL, Python.","Tableau/PowerBI, Data Modeling, SQL, Python"
JOB-0048,Cloud Solution Architect,Europe,Senior,"Seeking Senior Cloud Solution Architect proficient in Cloud (AWS/GCP/Azure), Linux, Python, Docker/Kubernetes.","Cloud (AWS/GCP/Azure), Linux, Python, Docker/Kubernetes"
JOB-0056,Cloud Solution Architect,Europe,Lead,"Seeking Lead Cloud Solution Architect proficient in Linux, Python, Git/CI-CD, Go, Cloud (AWS/GCP/Azure), Docker/Kubernetes.","Linux, Python, Git/CI-CD, Go, Cloud (AWS/GCP/Azure), Docker/Kubernetes"
JOB-0062,Machine Learning Engineer,Europe,Senior,"Seeking Senior Machine Learning Engineer proficient in Deep Learning, Git/CI-CD, MLOps, Python.","Deep Learning, Git/CI-CD, MLOps, Python"
JOB-0063,BI Developer,Europe,Lead,"Seeking Lead BI Developer proficient in ETL Pipelines, Tableau/PowerBI, Python, Data Modeling.","ETL Pipelines, Tableau/PowerBI, Python, Data Modeling"
JOB-0064,Machine Learning Engineer,Europe,Lead,"Seeking Lead Machine Learning Engineer proficient in PyTorch, MLOps, Cloud (AWS/GCP/Azure), Docker/Kubernetes, Git/CI-CD, Deep Learning, Python.","PyTorch, MLOps, Cloud (AWS/GCP/Azure), Docker/Kubernetes, Git/CI-CD, Deep Learning, Python"
JOB-0066,Cloud Solution Architect,Europe,Senior,"Seeking Senior Cloud Solution Architect proficient in Python, Docker/Kubernetes, Cloud (AWS/GCP/Azure), Go.","Python, Docker/Kubernetes, Cloud (AWS/GCP/Azure), Go"
JOB-0068,BI Developer,Europe,Junior,"Seeking Junior BI Developer proficient in ETL Pipelines, SQL, Tableau/PowerBI, Python, Data Modeling, Excel.","ETL Pipelines, SQL, Tableau/PowerBI, Python, Data Modeling, Excel"
JOB-0069,Cloud Solution Architect,Europe,Mid-Level,"Seeking Mid-Level Cloud Solution Architect proficient in Git/CI-CD, Cloud (AWS/GCP/Azure), Docker/Kubernetes, Go.","Git/CI-CD, Cloud (AWS/GCP/Azure), Docker/Kubernetes, Go"
JOB-0072,Data Engineer,Europe,Mid-Level,"Seeking Mid-Level Data Engineer proficient in SQL, Cloud (AWS/GCP/Azure), NoSQL, Python, Docker/Kubernetes, PySpark/Spark.","SQL, Cloud (AWS/GCP/Azure), NoSQL, Python, Docker/Kubernetes, PySpark/Spark"
JOB-0074,Machine Learning Engineer,Europe,Senior,"Seeking Senior Machine Learning Engineer proficient in PyTorch, MLOps, Git/CI-CD, Docker/Kubernetes.","PyTorch, MLOps, Git/CI-CD, Docker/Kubernetes"
JOB-0079,Cloud Solution Architect,Europe,Mid-Level,"Seeking Mid-Level Cloud Solution Architect proficient in Git/CI-CD, Docker/Kubernetes, Linux, Cloud (AWS/GCP/Azure), Python.","Git/CI-CD, Docker/Kubernetes, Linux, Cloud (AWS/GCP/Azure), Python"
JOB-0080,Data Engineer,Europe,Junior,"Seeking Junior Data Engineer proficient in PySpark/Spark, ETL Pipelines, Docker/Kubernetes, Python.","PySpark/Spark, ETL Pipelines, Docker/Kubernetes, Python"
JOB-0084,Machine Learning Engineer,Europe,Senior,"Seeking Senior Machine Learning Engineer proficient in PyTorch, Docker/Kubernetes, Deep Learning, MLOps, Cloud (AWS/GCP/Azure), Git/CI-CD.","PyTorch, Docker/Kubernetes, Deep Learning, MLOps, Cloud (AWS/GCP/Azure), Git/CI-CD"
JOB-0092,BI Developer,Europe,Senior,"Seeking Senior BI Developer proficient in SQL, Data Modeling, Tableau/PowerBI, ETL Pipelines.","SQL, Data Modeling, Tableau/PowerBI, ETL Pipelines"
JOB-0093,Machine Learning Engineer,Europe,Lead,"Seeking Lead Machine Learning Engineer proficient in Docker/Kubernetes, Cloud (AWS/GCP/Azure), Python, Deep Learning, MLOps, PyTorch, Git/CI-CD.","Docker/Kubernetes, Cloud (AWS/GCP/Azure), Python, Deep Learning, MLOps, PyTorch, Git/CI-CD"
JOB-0094,Data Engineer,Europe,Senior,"Seeking Senior Data Engineer proficient in NoSQL, Cloud (AWS/GCP/Azure), Docker/Kubernetes, PySpark/Spark, ETL Pipelines, SQL.","NoSQL, Cloud (AWS/GCP/Azure), Docker/Kubernetes, PySpark/Spark, ETL Pipelines, SQL"
JOB-0095,Data Engineer,Europe,Lead,"Seeking Lead Data Engineer proficient in Docker/Kubernetes, NoSQL, SQL, Python, ETL Pipelines.","Docker/Kubernetes, NoSQL, SQL, Python, ETL Pipelines"
JOB-0098,Machine Learning Engineer,Europe,Lead,"Seeking Lead Machine Learning Engineer proficient in MLOps, Cloud (AWS/GCP/Azure), Deep Learning, PyTorch, Python.","MLOps, Cloud (AWS/GCP/Azure), Deep Learning, PyTorch, Python"
JOB-0099,Machine Learning Engineer,Europe,Lead,"Seeking Lead Machine Learning Engineer proficient in Python, Git/CI-CD, Docker/Kubernetes, Cloud (AWS/GCP/Azure), PyTorch, Deep Learning.","Python, Git/CI-CD, Docker/Kubernetes, Cloud (AWS/GCP/Azure), PyTorch, Deep Learning"
JOB-0100,Data Scientist,Europe,Mid-Level,"Seeking Mid-Level Data Scientist proficient in Scikit-Learn, R, Python, Tableau/PowerBI, Machine Learning, Data Modeling.","Scikit-Learn, R, Python, Tableau/PowerBI, Machine Learning, Data Modeling"
JOB-0103,Data Scientist,Europe,Junior,"Seeking Junior Data Scientist proficient in Machine Learning, Tableau/PowerBI, Python, SQL, R.","Machine Learning, Tableau/PowerBI, Python, SQL, R"
JOB-0105,BI Developer,Europe,Junior,"Seeking Junior BI Developer proficient in Data Modeling, SQL, ETL Pipelines, Tableau/PowerBI.","Data Modeling, SQL, ETL Pipelines, Tableau/PowerBI"
JOB-0110,Machine Learning Engineer,Europe,Junior,"Seeking Junior Machine Learning Engineer proficient in Cloud (AWS/GCP/Azure), Python, Docker/Kubernetes, PyTorch, Git/CI-CD.","Cloud (AWS/GCP/Azure), Python, Docker/Kubernetes, PyTorch, Git/CI-CD"
JOB-0115,Machine Learning Engineer,Europe,Mid-Level,"Seeking Mid-Level Machine Learning Engineer proficient in Cloud (AWS/GCP/Azure), Deep Learning, PyTorch, MLOps, Python, Docker/Kubernetes, Git/CI-CD.","Cloud (AWS/GCP/Azure), Deep Learning, PyTorch, MLOps, Python, Docker/Kubernetes, Git/CI-CD"
JOB-0120,Machine Learning Engineer,Europe,Senior,"Seeking Senior Machine Learning Engineer proficient in PyTorch, Docker/Kubernetes, MLOps, Deep Learning, Python, Git/CI-CD.","PyTorch, Docker/Kubernetes, MLOps, Deep Learning, Python, Git/CI-CD"
JOB-0121,Data Engineer,Europe,Mid-Level,"Seeking Mid-Level Data Engineer proficient in NoSQL, Cloud (AWS/GCP/Azure), ETL Pipelines, SQL, Python, PySpark/Spark, Docker/Kubernetes.","NoSQL, Cloud (AWS/GCP/Azure), ETL Pipelines, SQL, Python, PySpark/Spark, Docker/Kubernetes"
JOB-0123,AI Research Scientist,Europe,Lead,"Seeking Lead AI Research Scientist proficient in Mathematics, Python, LLMs/NLP, Deep Learning.","Mathematics, Python, LLMs/NLP, Deep Learning"
JOB-0124,Cloud Solution Architect,Europe,Senior,"Seeking Senior Cloud Solution Architect proficient in Cloud (AWS/GCP/Azure), Python, Docker/Kubernetes, Git/CI-CD, Go, Linux.","Cloud (AWS/GCP/Azure), Python, Docker/Kubernetes, Git/CI-CD, Go, Linux"
JOB-0127,AI Research Scientist,Europe,Mid-Level,"Seeking Mid-Level AI Research Scientist proficient in TensorFlow, Mathematics, Deep Learning, Python.","TensorFlow, Mathematics, Deep Learning, Python"
JOB-0130,Machine Learning Engineer,Europe,Mid-Level,"Seeking Mid-Level Machine Learning Engineer proficient in Deep Learning, Cloud (AWS/GCP/Azure), Docker/Kubernetes, MLOps, PyTorch, Git/CI-CD, Python.","Deep Learning, Cloud (AWS/GCP/Azure), Docker/Kubernetes, MLOps, PyTorch, Git/CI-CD, Python"
JOB-0131,Cloud Solution Architect,Europe,Senior,"Seeking Senior Cloud Solution Architect proficient in Go, Cloud (AWS/GCP/Azure), Linux, Git/CI-CD, Python.","Go, Cloud (AWS/GCP/Azure), Linux, Git/CI-CD, Python"
JOB-0132,Machine Learning Engineer,Europe,Senior,"Seeking Senior Machine Learning Engineer proficient in Cloud (AWS/GCP/Azure), Git/CI-CD, PyTorch, Deep Learning, Python, MLOps, Docker/Kubernetes.","Cloud (AWS/GCP/Azure), Git/CI-CD, PyTorch, Deep Learning, Python, MLOps, Docker/Kubernetes"
JOB-0137,Data Engineer,Europe,Mid-Level,"Seeking Mid-Level Data Engineer proficient in ETL Pipelines, Docker/Kubernetes, Python, Cloud (AWS/GCP/Azure), PySpark/Spark.","ETL Pipelines, Docker/Kubernetes, Python, Cloud (AWS/GCP/Azure), PySpark/Spark"
JOB-0141,Data Engineer,Europe,Senior,"Seeking Senior Data Engineer proficient in Cloud (AWS/GCP/Azure), Python, SQL, NoSQL, Docker/Kubernetes, ETL Pipelines, PySpark/Spark.","Cloud (AWS/GCP/Azure), Python, SQL, NoSQL, Docker/Kubernetes, ETL Pipelines, PySpark/Spark"
JOB-0146,BI Developer,Europe,Mid-Level,"Seeking Mid-Level BI Developer proficient in ETL Pipelines, Excel, Python, Data Modeling, Tableau/PowerBI, SQL.","ETL Pipelines, Excel, Python, Data Modeling, Tableau/PowerBI, SQL"
JOB-0147,Machine Learning Engineer,Europe,Junior,"Seeking Junior Machine Learning Engineer proficient in Deep Learning, Git/CI-CD, Cloud (AWS/GCP/Azure), PyTorch.","Deep Learning, Git/CI-CD, Cloud (AWS/GCP/Azure), PyTorch"
JOB-0149,Cloud Solution Architect,Europe,Mid-Level,"Seeking Mid-Level Cloud Solution Architect proficient in Python, Git/CI-CD, Go, Docker/Kubernetes.","Python, Git/CI-CD, Go, Docker/Kubernetes"
JOB-0151,AI Research Scientist,Europe,Senior,"Seeking Senior AI Research Scientist proficient in TensorFlow, LLMs/NLP, Mathematics, PyTorch, Python.","TensorFlow, LLMs/NLP, Mathematics, PyTorch, Python"
JOB-0152,BI Developer,Europe,Lead,"Seeking Lead BI Developer proficient in Tableau/PowerBI, Python, Excel, SQL, Data Modeling.","Tableau/PowerBI, Python, Excel, SQL, Data Modeling"
JOB-0153,Cloud Solution Architect,Europe,Junior,"Seeking Junior Cloud Solution Architect proficient in Docker/Kubernetes, Linux, Cloud (AWS/GCP/Azure), Go.","Docker/Kubernetes, Linux, Cloud (AWS/GCP/Azure), Go"
JOB-0155,Cloud Solution Architect,Europe,Senior,"Seeking Senior Cloud Solution Architect proficient in Linux, Python, Docker/Kubernetes, Cloud (AWS/GCP/Azure), Git/CI-CD, Go.","Linux, Python, Docker/Kubernetes, Cloud (AWS/GCP/Azure), Git/CI-CD, Go"
JOB-0158,Cloud Solution Architect,Europe,Mid-Level,"Seeking Mid-Level Cloud Solution Architect proficient in Linux, Python, Cloud (AWS/GCP/Azure), Git/CI-CD, Go.","Linux, Python, Cloud (AWS/GCP/Azure), Git/CI-CD, Go"
JOB-0160,Data Engineer,Europe,Junior,"Seeking Junior Data Engineer proficient in ETL Pipelines, NoSQL, Docker/Kubernetes, PySpark/Spark.","ETL Pipelines, NoSQL, Docker/Kubernetes, PySpark/Spark"
JOB-0163,AI Research Scientist,Europe,Mid-Level,"Seeking Mid-Level AI Research Scientist proficient in LLMs/NLP, Python, Deep Learning, Mathematics, PyTorch, TensorFlow.","LLMs/NLP, Python, Deep Learning, Mathematics, PyTorch, TensorFlow"
JOB-0164,Machine Learning Engineer,Europe,Lead,"Seeking Lead Machine Learning Engineer proficient in Deep Learning, Python, Docker/Kubernetes, PyTorch, Git/CI-CD, MLOps.","Deep Learning, Python, Docker/Kubernetes, PyTorch, Git/CI-CD, MLOps"
JOB-0166,AI Research Scientist,Europe,Lead,"Seeking Lead AI Research Scientist proficient in TensorFlow, Python, Deep Learning, Mathematics.","TensorFlow, Python, Deep Learning, Mathematics"
JOB-0172,AI Research Scientist,Europe,Senior,"Seeking Senior AI Research Scientist proficient in Deep Learning, LLMs/NLP, Python, PyTorch, TensorFlow.","Deep Learning, LLMs/NLP, Python, PyTorch, TensorFlow"
JOB-0173,Machine Learning Engineer,Europe,Lead,"Seeking Lead Machine Learning Engineer proficient in MLOps, PyTorch, Python, Docker/Kubernetes, Deep Learning, Git/CI-CD.","MLOps, PyTorch, Python, Docker/Kubernetes, Deep Learning, Git/CI-CD"
JOB-0175,AI Research Scientist,Europe,Senior,"Seeking Senior AI Research Scientist proficient in Deep Learning, Mathematics, PyTorch, LLMs/NLP.","Deep Learning, Mathematics, PyTorch, LLMs/NLP"
JOB-0178,Data Scientist,Europe,Lead,"Seeking Lead Data Scientist proficient in R, Machine Learning, Data Modeling, Python, Tableau/PowerBI, Scikit-Learn.","R, Machine Learning, Data Modeling, Python, Tableau/PowerBI, Scikit-Learn"
JOB-0182,BI Developer,Europe,Mid-Level,"Seeking Mid-Level BI Developer proficient in Python, Excel, ETL Pipelines, SQL, Data Modeling, Tableau/PowerBI.","Python, Excel, ETL Pipelines, SQL, Data Modeling, Tableau/PowerBI"
JOB-0183,BI Developer,Europe,Lead,"Seeking Lead BI Developer proficient in Tableau/PowerBI, Excel, SQL, ETL Pipelines.","Tableau/PowerBI, Excel, SQL, ETL Pipelines"
JOB-0187,AI Research Scientist,Europe,Junior,"Seeking Junior AI Research Scientist proficient in Deep Learning, TensorFlow, Mathematics, LLMs/NLP.","Deep Learning, TensorFlow, Mathematics, LLMs/NLP"
JOB-0190,BI Developer,Europe,Mid-Level,"Seeking Mid-Level BI Developer proficient in SQL, Excel, Data Modeling, ETL Pipelines.","SQL, Excel, Data Modeling, ETL Pipelines"
JOB-0194,AI Research Scientist,Europe,Lead,"Seeking Lead AI Research Scientist proficient in Deep Learning, Python, TensorFlow, PyTorch, LLMs/NLP.","Deep Learning, Python, TensorFlow, PyTorch, LLMs/NLP"
JOB-0198,Cloud Solution Architect,Europe,Lead,"Seeking Lead Cloud Solution Architect proficient in Git/CI-CD, Docker/Kubernetes, Go, Linux, Python.","Git/CI-CD, Docker/Kubernetes, Go, Linux, Python"
JOB-0200,Cloud Solution Architect,Europe,Junior,"Seeking Junior Cloud Solution Architect proficient in Git/CI-CD, Go, Linux, Docker/Kubernetes, Cloud (AWS/GCP/Azure).","Git/CI-CD, Go, Linux, Docker/Kubernetes, Cloud (AWS/GCP/Azure)"
JOB-0204,Data Engineer,Europe,Lead,"Seeking Lead Data Engineer proficient in Cloud (AWS/GCP/Azure), Docker/Kubernetes, ETL Pipelines, PySpark/Spark.","Cloud (AWS/GCP/Azure), Docker/Kubernetes, ETL Pipelines, PySpark/Spark"
JOB-0205,BI Developer,Europe,Lead,"Seeking Lead BI Developer proficient in Data Modeling, Excel, SQL, ETL Pipelines.","Data Modeling, Excel, SQL, ETL Pipelines"
JOB-0209,Machine Learning Engineer,Europe,Lead,"Seeking Lead Machine Learning Engineer proficient in Git/CI-CD, Python, Docker/Kubernetes, MLOps, Deep Learning, Cloud (AWS/GCP/Azure), PyTorch.","Git/CI-CD, Python, Docker/Kubernetes, MLOps, Deep Learning, Cloud (AWS/GCP/Azure), PyTorch"
JOB-0212,AI Research Scientist,Europe,Senior,"Seeking Senior AI Research Scientist proficient in PyTorch, TensorFlow, Deep Learning, Python, LLMs/NLP, Mathematics.","PyTorch, TensorFlow, Deep Learning, Python, LLMs/NLP, Mathematics"
JOB-0213,AI Research Scientist,Europe,Senior,"Seeking Senior AI Research Scientist proficient in LLMs/NLP, Python, Deep Learning, TensorFlow, PyTorch.","LLMs/NLP, Python, Deep Learning, TensorFlow, PyTorch"
JOB-0214,Machine Learning Engineer,Europe,Lead,"Seeking Lead Machine Learning Engineer proficient in Deep Learning, Cloud (AWS/GCP/Azure), PyTorch, Python, Git/CI-CD.","Deep Learning, Cloud (AWS/GCP/Azure), PyTorch, Python, Git/CI-CD"
JOB-0217,Data Scientist,Europe,Lead,"Seeking Lead Data Scientist proficient in Python, Tableau/PowerBI, SQL, Machine Learning, Scikit-Learn, Data Modeling, R.","Python, Tableau/PowerBI, SQL, Machine Learning, Scikit-Learn, Data Modeling, R"
JOB-0218,Data Engineer,Europe,Mid-Level,"Seeking Mid-Level Data Engineer proficient in Python, Docker/Kubernetes, SQL, PySpark/Spark.","Python, Docker/Kubernetes, SQL, PySpark/Spark"
JOB-0221,Machine Learning Engineer,Europe,Senior,"Seeking Senior Machine Learning Engineer proficient in Deep Learning, Cloud (AWS/GCP/Azure), PyTorch, Git/CI-CD, MLOps.","Deep Learning, Cloud (AWS/GCP/Azure), PyTorch, Git/CI-CD, MLOps"
JOB-0225,Cloud Solution Architect,Europe,Junior,"Seeking Junior Cloud Solution Architect proficient in Linux, Docker/Kubernetes, Cloud (AWS/GCP/Azure), Git/CI-CD, Go, Python.","Linux, Docker/Kubernetes, Cloud (AWS/GCP/Azure), Git/CI-CD, Go, Python"
JOB-0227,Data Engineer,Europe,Junior,"Seeking Junior Data Engineer proficient in Python, NoSQL, PySpark/Spark, ETL Pipelines, Docker/Kubernetes, SQL.","Python, NoSQL, PySpark/Spark, ETL Pipelines, Docker/Kubernetes, SQL"
JOB-0229,Machine Learning Engineer,Europe,Lead,"Seeking Lead Machine Learning Engineer proficient in Python, Git/CI-CD, MLOps, Deep Learning, Cloud (AWS/GCP/Azure), PyTorch.","Python, Git/CI-CD, MLOps, Deep Learning, Cloud (AWS/GCP/Azure), PyTorch"
JOB-0231,Machine Learning Engineer,Europe,Junior,"Seeking Junior Machine Learning Engineer proficient in MLOps, Cloud (AWS/GCP/Azure), Docker/Kubernetes, Python, PyTorch, Git/CI-CD, Deep Learning.","MLOps, Cloud (AWS/GCP/Azure), Docker/Kubernetes, Python, PyTorch, Git/CI-CD, Deep Learning"
JOB-0237,Data Scientist,Europe,Junior,"Seeking Junior Data Scientist proficient in Scikit-Learn, Machine Learning, R, Python, Data Modeling, Tableau/PowerBI.","Scikit-Learn, Machine Learning, R, Python, Data Modeling, Tableau/PowerBI"
JOB-0240,BI Developer,Europe,Mid-Level,"Seeking Mid-Level BI Developer proficient in ETL Pipelines, Excel, Tableau/PowerBI, Python, Data Modeling.","ETL Pipelines, Excel, Tableau/PowerBI, Python, Data Modeling"
JOB-0241,Data Scientist,Europe,Junior,"Seeking Junior Data Scientist proficient in Tableau/PowerBI, SQL, Data Modeling, Machine Learning.","Tableau/PowerBI, SQL, Data Modeling, Machine Learning"
JOB-0246,Data Scientist,Europe,Mid-Level,"Seeking Mid-Level Data Scientist proficient in SQL, Machine Learning, Data Modeling, R, Scikit-Learn.","SQL, Machine Learning, Data Modeling, R, Scikit-Learn"
