posting_id,job_title,region,seniority_level,required_skills_text,ground_truth_skills
JOB-0086,Data Engineer,North America,Mid-Level,"Seeking Mid-Level Data Engineer proficient in Cloud (AWS/GCP/Azure), PySpark/Spark, NoSQL, Python.","Cloud (AWS/GCP/Azure), PySpark/Spark, NoSQL, Python"
JOB-0089,Data Engineer,North America,Lead,"Seeking Lead Data Engineer proficient in ETL Pipelines, SQL, NoSQL, PySpark/Spark, Docker/Kubernetes, Cloud (AWS/GCP/Azure).","ETL Pipelines, SQL, NoSQL, PySpark/Spark, Docker/Kubernetes, Cloud (AWS/GCP/Azure)"
JOB-0091,Data Engineer,North America,Mid-Level,"Seeking Mid-Level Data Engineer proficient in Cloud (AWS/GCP/Azure), PySpark/Spark, ETL Pipelines, NoSQL, Python, Docker/Kubernetes, SQL.","Cloud (AWS/GCP/Azure), PySpark/Spark, ETL Pipelines, NoSQL, Python, Docker/Kubernetes, SQL"
JOB-0096,Data Scientist,North America,Junior,"Seeking Junior Data Scientist proficient in SQL, R, Scikit-Learn, Data Modeling, Python.","SQL, R, Scikit-Learn, Data Modeling, Python"
JOB-0101,Data Scientist,North America,Senior,"Seeking Senior Data Scientist proficient in Machine Learning, Data Modeling, SQL, R, Scikit-Learn, Tableau/PowerBI.","Machine Learning, Data Modeling, SQL, R, Scikit-Learn, Tableau/PowerBI"
JOB-0102,Machine Learning Engineer,North America,Mid-Level,"Seeking Mid-Level Machine Learning Engineer proficient in Docker/Kubernetes, PyTorch, MLOps, Git/CI-CD, Deep Learning.","Docker/Kubernetes, PyTorch, MLOps, Git/CI-CD, Deep Learning"
JOB-0104,Data Engineer,North America,Junior,"Seeking Junior Data Engineer proficient in Cloud (AWS/GCP/Azure), SQL, Python, ETL Pipelines, Docker/Kubernetes.","Cloud (AWS/GCP/Azure), SQL, Python, ETL Pipelines, Docker/Kubernetes"
JOB-0109,Data Scientist,North America,Lead,"Seeking Lead Data Scientist proficient in Tableau/PowerBI, Data Modeling, Python, SQL.","Tableau/PowerBI, Data Modeling, Python, SQL"
JOB-0111,Cloud Solution Architect,North America,Senior,"Seeking Senior Cloud Solution Architect proficient in Git/CI-CD, Cloud (AWS/GCP/Azure), Linux, Go.","Git/CI-CD, Cloud (AWS/GCP/Azure), Linux, Go"
JOB-0113,Machine Learning Engineer,North America,Senior,"Seeking Senior Machine Learning Engineer proficient in Cloud (AWS/GCP/Azure), MLOps, PyTorch, Git/CI-CD, Python, Docker/Kubernetes, Deep Learning.","Cloud (AWS/GCP/Azure), MLOps, PyTorch, Git/CI-CD, Python, Docker/Kubernetes, Deep Learning"
JOB-0114,Cloud Solution Architect,North America,Junior,"Seeking Junior Cloud Solution Architect proficient in Linux, Python, Git/CI-CD, Go, Docker/Kubernetes, Cloud (AWS/GCP/Azure).","Linux, Python, Git/CI-CD, Go, Docker/Kubernetes, Cloud (AWS/GCP/Azure)"
JOB-0117,Cloud Solution Architect,North America,Mid-Level,"Seeking Mid-Level Cloud Solution Architect proficient in Linux, Go, Python, Cloud (AWS/GCP/Azure).","Linux, Go, Python, Cloud (AWS/GCP/Azure)"
JOB-0118,Machine Learning Engineer,North America,Junior,"Seeking Junior Machine Learning Engineer proficient in Deep Learning, Python, Docker/Kubernetes, Cloud (AWS/GCP/Azure), Git/CI-CD, PyTorch.","Deep Learning, Python, Docker/Kubernetes, Cloud (AWS/GCP/Azure), Git/CI-CD, PyTorch"
JOB-0119,Data Engineer,North America,Senior,"Seeking Senior Data Engineer proficient in Docker/Kubernetes, SQL, Cloud (AWS/GCP/Azure), Python, NoSQL, PySpark/Spark.","Docker/Kubernetes, SQL, Cloud (AWS/GCP/Azure), Python, NoSQL, PySpark/Spark"
JOB-0122,Machine Learning Engineer,North America,Junior,"Seeking Junior Machine Learning Engineer proficient in PyTorch, Python, Docker/Kubernetes, Deep Learning, Git/CI-CD, Cloud (AWS/GCP/Azure).","PyTorch, Python, Docker/Kubernetes, Deep Learning, Git/CI-CD, Cloud (AWS/GCP/Azure)"
JOB-0125,BI Developer,North America,Senior,"Seeking Senior BI Developer proficient in Excel, SQL, Python, ETL Pipelines, Data Modeling, Tableau/PowerBI.","Excel, SQL, Python, ETL Pipelines, Data Modeling, Tableau/PowerBI"
JOB-0126,BI Developer,North America,Junior,"Seeking Junior BI Developer proficient in Excel, Tableau/PowerBI, SQL, Python, Data Modeling, ETL Pipelines.","Excel, Tableau/PowerBI, SQL, Python, Data Modeling, ETL Pipelines"
JOB-0128,AI Research Scientist,North America,Junior,"Seeking Junior AI Research Scientist proficient in LLMs/NLP, Mathematics, Deep Learning, PyTorch, Python.","LLMs/NLP, Mathematics, Deep Learning, PyTorch, Python"
JOB-0133,Machine Learning Engineer,North America,Senior,"Seeking Senior Machine Learning Engineer proficient in Git/CI-CD, Docker/Kubernetes, Python, MLOps, Cloud (AWS/GCP/Azure), PyTorch.","Git/CI-CD, Docker/Kubernetes, Python, MLOps, Cloud (AWS/GCP/Azure), PyTorch"
JOB-0135,Machine Learning Engineer,North America,Lead,"Seeking Lead Machine Learning Engineer proficient in Python, PyTorch, Git/CI-CD, Cloud (AWS/GCP/Azure).","Python, PyTorch, Git/CI-CD, Cloud (AWS/GCP/Azure)"
JOB-0136,BI Developer,North America,Junior,"Seeking Junior BI Developer proficient in Excel, ETL Pipelines, SQL, Tableau/PowerBI.","Excel, ETL Pipelines, SQL, Tableau/PowerBI"
JOB-0138,Cloud Solution Architect,North America,Junior,"Seeking Junior Cloud Solution Architect proficient in Cloud (AWS/GCP/Azure), Go, Python, Linux, Docker/Kubernetes, Git/CI-CD.","Cloud (AWS/GCP/Azure), Go, Python, Linux, Docker/Kubernetes, Git/CI-CD"
JOB-0139,Data Scientist,North America,Senior,"Seeking Senior Data Scientist proficient in Machine Learning, SQL, Python, Data Modeling, Tableau/PowerBI, R.","Machine Learning, SQL, Python, Data Modeling, Tableau/PowerBI, R"
JOB-0140,Data Engineer,North America,Senior,"Seeking Senior Data Engineer proficient in PySpark/Spark, NoSQL, Python, ETL Pipelines, SQL, Docker/Kubernetes.","PySpark/Spark, NoSQL, Python, ETL Pipelines, SQL, Docker/Kubernetes"
JOB-0142,AI Research Scientist,North America,Senior,"Seeking Senior AI Research Scientist proficient in Mathematics, LLMs/NLP, Deep Learning, TensorFlow, Python.","Mathematics, LLMs/NLP, Deep Learning, TensorFlow, Python"
JOB-0144,Data Engineer,North America,Mid-Level,"Seeking Mid-Level Data Engineer proficient in ETL Pipelines, PySpark/Spark, Cloud (AWS/GCP/Azure), SQL, Docker/Kubernetes, NoSQL.","ETL Pipelines, PySpark/Spark, Cloud (AWS/GCP/Azure), SQL, Docker/Kubernetes, NoSQL"
JOB-0145,BI Developer,North America,Junior,"Seeking Junior BI Developer proficient in Data Modeling, Python, SQL, Excel, Tableau/PowerBI, ETL Pipelines.","Data Modeling, Python, SQL, Excel, Tableau/PowerBI, ETL Pipelines"
JOB-0148,AI Research Scientist,North America,Senior,"Seeking Senior AI Research Scientist proficient in Mathematics, Deep Learning, Python, LLMs/NLP.","Mathematics, Deep Learning, Python, LLMs/NLP"
JOB-0150,AI Research Scientist,North America,Junior,"Seeking Junior AI Research Scientist proficient in Mathematics, Deep Learning, PyTorch, LLMs/NLP, TensorFlow, Python.","Mathematics, Deep Learning, PyTorch, LLMs/NLP, TensorFlow, Python"
JOB-0156,AI Research Scientist,North America,Junior,"Seeking Junior AI Research Scientist proficient in TensorFlow, Mathematics, LLMs/NLP, Python, Deep Learning.","TensorFlow, Mathematics, LLMs/NLP, Python, Deep Learning"
JOB-0157,Machine Learning Engineer,North America,Junior,"Seeking Junior Machine Learning Engineer proficient in Cloud (AWS/GCP/Azure), Deep Learning, MLOps, Git/CI-CD, Docker/Kubernetes, Python.","Cloud (AWS/GCP/Azure), Deep Learning, MLOps, Git/CI-CD, Docker/Kubernetes, Python"
JOB-0165,Data Engineer,North America,Senior,"Seeking Senior Data Engineer proficient in ETL Pipelines, Cloud (AWS/GCP/Azure), PySpark/Spark, Docker/Kubernetes, Python, SQL.","ETL Pipelines, Cloud (AWS/GCP/Azure), PySpark/Spark, Docker/Kubernetes, Python, SQL"
JOB-0168,BI Developer,North America,Mid-Level,"Seeking Mid-Level BI Developer proficient in Data Modeling, Tableau/PowerBI, SQL, ETL Pipelines.","Data Modeling, Tableau/PowerBI, SQL, ETL Pipelines"
JOB-0170,Machine Learning Engineer,North America,Mid-Level,"Seeking Mid-Level Machine Learning Engineer proficient in Docker/Kubernetes, Python, Git/CI-CD, MLOps, Cloud (AWS/GCP/Azure), PyTorch, Deep Learning.","Docker/Kubernetes, Python, Git/CI-CD, MLOps, Cloud (AWS/GCP/Azure), PyTorch, Deep Learning"
JOB-0171,Machine Learning Engineer,North America,Junior,"Seeking Junior Machine Learning Engineer proficient in Cloud (AWS/GCP/Azure), PyTorch, Docker/Kubernetes, Git/CI-CD, Deep Learning.","Cloud (AWS/GCP/Azure), PyTorch, Docker/Kubernetes, Git/CI-CD, Deep Learning"
JOB-0174,Data Scientist,North America,Junior,"Seeking Junior Data Scientist proficient in Scikit-Learn, Machine Learning, Tableau/PowerBI, SQL, R.","Scikit-Learn, Machine Learning, Tableau/PowerBI, SQL, R"
JOB-0176,AI Research Scientist,North America,Senior,"Seeking Senior AI Research Scientist proficient in Deep Learning, Mathematics, TensorFlow, LLMs/NLP, Python.","Deep Learning, Mathematics, TensorFlow, LLMs/NLP, Python"
JOB-0177,Data Engineer,North America,Lead,"Seeking Lead Data Engineer proficient in ETL Pipelines, Cloud (AWS/GCP/Azure), PySpark/Spark, NoSQL.","ETL Pipelines, Cloud (AWS/GCP/Azure), PySpark/Spark, NoSQL"
JOB-0180,Cloud Solution Architect,North America,Lead,"Seeking Lead Cloud Solution Architect proficient in Git/CI-CD, Cloud (AWS/GCP/Azure), Go, Python, Docker/Kubernetes, Linux.","Git/CI-CD, Cloud (AWS/GCP/Azure), Go, Python, Docker/Kubernetes, Linux"
JOB-0181,Cloud Solution Architect,North America,Lead,"Seeking Lead Cloud Solution Architect proficient in Git/CI-CD, Go, Python, Docker/Kubernetes.","Git/CI-CD, Go, Python, Docker/Kubernetes"
JOB-0184,Data Engineer,North America,Junior,"Seeking Junior Data Engineer proficient in PySpark/Spark, Cloud (AWS/GCP/Azure), SQL, Docker/Kubernetes, Python.","PySpark/Spark, Cloud (AWS/GCP/Azure), SQL, Docker/Kubernetes, Python"
JOB-0188,BI Developer,North America,Senior,"Seeking Senior BI Developer proficient in Python, Excel, ETL Pipelines, Data Modeling, Tableau/PowerBI.","Python, Excel, ETL Pipelines, Data Modeling, Tableau/PowerBI"
JOB-0189,AI Research Scientist,North America,Lead,"Seeking Lead AI Research Scientist proficient in Deep Learning, PyTorch, Python, Mathematics, TensorFlow.","Deep Learning, PyTorch, Python, Mathematics, TensorFlow"
JOB-0192,AI Research Scientist,North America,Mid-Level,"Seeking Mid-Level AI Research Scientist proficient in Python, LLMs/NLP, Deep Learning, PyTorch, Mathematics, TensorFlow.","Python, LLMs/NLP, Deep Learning, PyTorch, Mathematics, TensorFlow"
JOB-0193,Data Scientist,North America,Junior,"Seeking Junior Data Scientist proficient in R, Scikit-Learn, Machine Learning, Data Modeling, Tableau/PowerBI, SQL, Python.","R, Scikit-Learn, Machine Learning, Data Modeling, Tableau/PowerBI, SQL, Python"
JOB-0196,Cloud Solution Architect,North America,Junior,"Seeking Junior Cloud Solution Architect proficient in Go, Linux, Docker/Kubernetes, Cloud (AWS/GCP/Azure).","Go, Linux, Docker/Kubernetes, Cloud (AWS/GCP/Azure)"
JOB-0197,BI Developer,North America,Junior,"Seeking Junior BI Developer proficient in Data Modeling, Excel, Tableau/PowerBI, ETL Pipelines, Python, SQL.","Data Modeling, Excel, Tableau/PowerBI, ETL Pipelines, Python, SQL"
JOB-0201,Machine Learning Engineer,North America,Mid-Level,"Seeking Mid-Level Machine Learning Engineer proficient in Python, Deep Learning, Docker/Kubernetes, Cloud (AWS/GCP/Azure), PyTorch.","Python, Deep Learning, Docker/Kubernetes, Cloud (AWS/GCP/Azure), PyTorch"
JOB-0202,AI Research Scientist,North America,Junior,"Seeking Junior AI Research Scientist proficient in LLMs/NLP, Python, TensorFlow, Deep Learning, PyTorch.","LLMs/NLP, Python, TensorFlow, Deep Learning, PyTorch"
JOB-0203,BI Developer,North America,Junior,"Seeking Junior BI Developer proficient in Data Modeling, Excel, Python, Tableau/PowerBI.","Data Modeling, Excel, Python, Tableau/PowerBI"
JOB-0206,Machine Learning Engineer,North America,Junior,"Seeking Junior Machine Learning Engineer proficient in Docker/Kubernetes, MLOps, Deep Learning, PyTorch, Cloud (AWS/GCP/Azure).","Docker/Kubernetes, MLOps, Deep Learning, PyTorch, Cloud (AWS/GCP/Azure)"
JOB-0211,Machine Learning Engineer,North America,Mid-Level,"Seeking Mid-Level Machine Learning Engineer proficient in MLOps, Git/CI-CD, Python, Docker/Kubernetes, Cloud (AWS/GCP/Azure), Deep Learning.","MLOps, Git/CI-CD, Python, Docker/Kubernetes, Cloud (AWS/GCP/Azure), Deep Learning"
JOB-0216,Cloud Solution Architect,North America,Lead,"Seeking Lead Cloud Solution Architect proficient in Linux, Docker/Kubernetes, Python, Go, Git/CI-CD.","Linux, Docker/Kubernetes, Python, Go, Git/CI-CD"
JOB-0219,Machine Learning Engineer,North America,Lead,"Seeking Lead Machine Learning Engineer proficient in Python, Docker/Kubernetes, Git/CI-CD, MLOps, Cloud (AWS/GCP/Azure), PyTorch, Deep Learning.","Python, Docker/Kubernetes, Git/CI-CD, MLOps, Cloud (AWS/GCP/Azure), PyTorch, Deep Learning"
JOB-0222,AI Research Scientist,North America,Junior,"Seeking Junior AI Research Scientist proficient in Python, LLMs/NLP, Deep Learning, Mathematics.","Python, LLMs/NLP, Deep Learning, Mathematics"
JOB-0223,Data Scientist,North America,Lead,"Seeking Lead Data Scientist proficient in Machine Learning, R, SQL, Scikit-Learn, Tableau/PowerBI.","Machine Learning, R, SQL, Scikit-Learn, Tableau/PowerBI"
JOB-0224,Machine Learning Engineer,North America,Mid-Level,"Seeking Mid-Level Machine Learning Engineer proficient in PyTorch, MLOps, Git/CI-CD, Deep Learning, Docker/Kubernetes, Python, Cloud (AWS/GCP/Azure).","PyTorch, MLOps, Git/CI-CD, Deep Learning, Docker/Kubernetes, Python, Cloud (AWS/GCP/Azure)"
JOB-0228,Data Scientist,North America,Mid-Level,"Seeking Mid-Level Data Scientist proficient in Machine Learning, Scikit-Learn, Tableau/PowerBI, Python, R, Data Modeling, SQL.","Machine Learning, Scikit-Learn, Tableau/PowerBI, Python, R, Data Modeling, SQL"
JOB-0230,BI Developer,North America,Lead,"Seeking Lead BI Developer proficient in Excel, SQL, Python, Data Modeling, ETL Pipelines.","Excel, SQL, Python, Data Modeling, ETL Pipelines"
JOB-0232,Data Scientist,North America,Mid-Level,"Seeking Mid-Level Data Scientist proficient in Machine Learning, Tableau/PowerBI, SQL, Scikit-Learn, Data Modeling.","Machine Learning, Tableau/PowerBI, SQL, Scikit-Learn, Data Modeling"
JOB-0233,Machine Learning Engineer,North America,Lead,"Seeking Lead Machine Learning Engineer proficient in PyTorch, MLOps, Docker/Kubernetes, Git/CI-CD.","PyTorch, MLOps, Docker/Kubernetes, Git/CI-CD"
JOB-0234,BI Developer,North America,Junior,"Seeking Junior BI Developer proficient in SQL, Data Modeling, Excel, Python.","SQL, Data Modeling, Excel, Python"
JOB-0235,BI Developer,North America,Junior,"Seeking Junior BI Developer proficient in Tableau/PowerBI, Data Modeling, ETL Pipelines, Python.","Tableau/PowerBI, Data Modeling, ETL Pipelines, Python"
JOB-0236,Machine Learning Engineer,North America,Mid-Level,"Seeking Mid-Level Machine Learning Engineer proficient in Python, Git/CI-CD, Docker/Kubernetes, PyTorch.","Python, Git/CI-CD, Docker/Kubernetes, PyTorch"
JOB-0238,Machine Learning Engineer,North America,Junior,"Seeking Junior Machine Learning Engineer proficient in MLOps, Deep Learning, Python, Cloud (AWS/GCP/Azure), Docker/Kubernetes, Git/CI-CD, PyTorch.","MLOps, Deep Learning, Python, Cloud (AWS/GCP/Azure), Docker/Kubernetes, Git/CI-CD, PyTorch"
JOB-0239,Machine Learning Engineer,North America,Junior,"Seeking Junior Machine Learning Engineer proficient in Python, Git/CI-CD, MLOps, Docker/Kubernetes, PyTorch, Deep Learning.","Python, Git/CI-CD, MLOps, Docker/Kubernetes, PyTorch, Deep Learning"
JOB-0242,AI Research Scientist,North America,Lead,"Seeking Lead AI Research Scientist proficient in Deep Learning, Python, Mathematics, LLMs/NLP, PyTorch, TensorFlow.","Deep Learning, Python, Mathematics, LLMs/NLP, PyTorch, TensorFlow"
JOB-0244,Data Engineer,North America,Lead,"Seeking Lead Data Engineer proficient in Python, SQL, NoSQL, PySpark/Spark.","Python, SQL, NoSQL, PySpark/Spark"
JOB-0245,Cloud Solution Architect,North America,Lead,"Seeking Lead Cloud Solution Architect proficient in Cloud (AWS/GCP/Azure), Docker/Kubernetes, Go, Python, Linux.","Cloud (AWS/GCP/Azure), Docker/Kubernetes, Go, Python, Linux"
JOB-0247,Data Engineer,North America,Lead,"Seeking Lead Data Engineer proficient in ETL Pipelines, NoSQL, Docker/Kubernetes, PySpark/Spark, SQL.","ETL Pipelines, NoSQL, Docker/Kubernetes, PySpark/Spark, SQL"
JOB-0248,Cloud Solution Architect,North America,Mid-Level,"Seeking Mid-Level Cloud Solution Architect proficient in Git/CI-CD, Docker/Kubernetes, Linux, Go, Cloud (AWS/GCP/Azure), Python.","Git/CI-CD, Docker/Kubernetes, Linux, Go, Cloud (AWS/GCP/Azure), Python"
JOB-0249,Data Engineer,North America,Mid-Level,"Seeking Mid-Level Data Engineer proficient in ETL Pipelines, Python, PySpark/Spark, SQL, NoSQL.","ETL Pipelines, Python, PySpark/Spark, SQL, NoSQL"
JOB-0250,Data Scientist,North America,Junior,"Seeking Junior Data Scientist proficient in Scikit-Learn, Tableau/PowerBI, Machine Learning, SQL.","Scikit-Learn, Tableau/PowerBI, Machine Learning, SQL"
