posting_id,job_title,region,seniority_level,required_skills_text,ground_truth_skills
JOB-0093,Machine Learning Engineer,Europe,Lead,"Seeking Lead Machine Learning Engineer proficient in Docker/Kubernetes, Cloud (AWS/GCP/Azure), Python, Deep Learning, MLOps, PyTorch, Git/CI-CD.","Docker/Kubernetes, Cloud (AWS/GCP/Azure), Python, Deep Learning, MLOps, PyTorch, Git/CI-CD"
JOB-0094,Data Engineer,Europe,Senior,"Seeking Senior Data Engineer proficient in NoSQL, Cloud (AWS/GCP/Azure), Docker/Kubernetes, PySpark/Spark, ETL Pipelines, SQL.","NoSQL, Cloud (AWS/GCP/Azure), Docker/Kubernetes, PySpark/Spark, ETL Pipelines, SQL"
JOB-0095,Data Engineer,Europe,Lead,"Seeking Lead Data Engineer proficient in Docker/Kubernetes, NoSQL, SQL, Python, ETL Pipelines.","Docker/Kubernetes, NoSQL, SQL, Python, ETL Pipelines"
JOB-0096,Data Scientist,North America,Junior,"Seeking Junior Data Scientist proficient in SQL, R, Scikit-Learn, Data Modeling, Python.","SQL, R, Scikit-Learn, Data Modeling, Python"
JOB-0097,Data Scientist,Asia-Pacific,Junior,"Seeking Junior Data Scientist proficient in Machine Learning, Scikit-Learn, Data Modeling, Python, SQL.","Machine Learning, Scikit-Learn, Data Modeling, Python, SQL"
JOB-0098,Machine Learning Engineer,Europe,Lead,"Seeking Lead Machine Learning Engineer proficient in MLOps, Cloud (AWS/GCP/Azure), Deep Learning, PyTorch, Python.","MLOps, Cloud (AWS/GCP/Azure), Deep Learning, PyTorch, Python"
JOB-0099,Machine Learning Engineer,Europe,Lead,"Seeking Lead Machine Learning Engineer proficient in Python, Git/CI-CD, Docker/Kubernetes, Cloud (AWS/GCP/Azure), PyTorch, Deep Learning.","Python, Git/CI-CD, Docker/Kubernetes, Cloud (AWS/GCP/Azure), PyTorch, Deep Learning"
JOB-0100,Data Scientist,Europe,Mid-Level,"Seeking Mid-Level Data Scientist proficient in Scikit-Learn, R, Python, Tableau/PowerBI, Machine Learning, Data Modeling.","Scikit-Learn, R, Python, Tableau/PowerBI, Machine Learning, Data Modeling"
JOB-0101,Data Scientist,North America,Senior,"Seeking Senior Data Scientist proficient in Machine Learning, Data Modeling, SQL, R, Scikit-Learn, Tableau/PowerBI.","Machine Learning, Data Modeling, SQL, R, Scikit-Learn, Tableau/PowerBI"
JOB-0102,Machine Learning Engineer,North America,Mid-Level,"Seeking Mid-Level Machine Learning Engineer proficient in Docker/Kubernetes, PyTorch, MLOps, Git/CI-CD, Deep Learning.","Docker/Kubernetes, PyTorch, MLOps, Git/CI-CD, Deep Learning"
JOB-0103,Data Scientist,Europe,Junior,"Seeking Junior Data Scientist proficient in Machine Learning, Tableau/PowerBI, Python, SQL, R.","Machine Learning, Tableau/PowerBI, Python, SQL, R"
JOB-0104,Data Engineer,North America,Junior,"Seeking Junior Data Engineer proficient in Cloud (AWS/GCP/Azure), SQL, Python, ETL Pipelines, Docker/Kubernetes.","Cloud (AWS/GCP/Azure), SQL, Python, ETL Pipelines, Docker/Kubernetes"
JOB-0105,BI Developer,Europe,Junior,"Seeking Junior BI Developer proficient in Data Modeling, SQL, ETL Pipelines, Tableau/PowerBI.","Data Modeling, SQL, ETL Pipelines, Tableau/PowerBI"
JOB-0106,Cloud Solution Architect,Asia-Pacific,Mid-Level,"Seeking Mid-Level Cloud Solution Architect proficient in Docker/Kubernetes, Linux, Go, Git/CI-CD, Cloud (AWS/GCP/Azure).","Docker/Kubernetes, Linux, Go, Git/CI-CD, Cloud (AWS/GCP/Azure)"
JOB-0107,AI Research Scientist,Asia-Pacific,Senior,"Seeking Senior AI Research Scientist proficient in Python, Mathematics, TensorFlow, Deep Learning, LLMs/NLP.","Python, Mathematics, TensorFlow, Deep Learning, LLMs/NLP"
JOB-0108,BI Developer,Asia-Pacific,Mid-Level,"Seeking Mid-Level BI Developer proficient in ETL Pipelines, Excel, Python, Tableau/PowerBI, SQL.","ETL Pipelines, Excel, Python, Tableau/PowerBI, SQL"
JOB-0109,Data Scientist,North America,Lead,"Seeking Lead Data Scientist proficient in Tableau/PowerBI, Data Modeling, Python, SQL.","Tableau/PowerBI, Data Modeling, Python, SQL"
